02/27/2022 Test 1,h=0.005,t=2 seconds
0.660000,59.584090,1.62589,-0.340089,0.831073,-0.479899,0.152143,0.157745,0.156116,0.0895318,0.0820327,0.0615309,0.0547394,0.0802018,0.098343,0.0929512,
0.665000,59.566157,1.62634,-0.339679,0.83138,-0.479626,0.152544,0.158237,0.156581,0.0896121,0.082058,0.0614145,0.0545541,0.0802041,0.0985073,0.0930646,
0.670000,59.548222,1.62679,-0.339269,0.831687,-0.479353,0.152945,0.15873,0.157047,0.0896923,0.0820834,0.0612983,0.0543687,0.0802063,0.0986717,0.093178,
0.675000,59.530283,1.62724,-0.338858,0.831993,-0.479082,0.153346,0.159224,0.157513,0.0897725,0.0821087,0.0611822,0.0541833,0.0802083,0.0988364,0.0932915,
0.680000,59.512341,1.62769,-0.338448,0.832299,-0.478812,0.153747,0.159719,0.15798,0.0898526,0.082134,0.0610664,0.0539978,0.0802102,0.0990013,0.0934051,
0.685000,59.494396,1.62813,-0.338037,0.832604,-0.478542,0.154148,0.160214,0.158447,0.0899326,0.0821594,0.0609507,0.0538122,0.080212,0.0991664,0.0935187,
0.690000,59.476448,1.62858,-0.337626,0.832908,-0.478273,0.154549,0.16071,0.158915,0.0900126,0.0821847,0.0608353,0.0536266,0.0802136,0.0993316,0.0936323,
0.695000,59.458497,1.62903,-0.337215,0.833212,-0.478006,0.15495,0.161207,0.159384,0.0900926,0.08221,0.06072,0.0534409,0.0802151,0.0994971,0.093746,
0.700000,59.440542,1.62949,-0.336804,0.833515,-0.477739,0.155351,0.161705,0.159853,0.0901725,0.0822352,0.0606049,0.0532552,0.0802164,0.0996628,0.0938598,
0.705000,59.422584,1.62994,-0.336393,0.833818,-0.477473,0.155752,0.162204,0.160322,0.0902523,0.0822605,0.0604899,0.0530694,0.0802176,0.0998287,0.0939736,
0.710000,59.404623,1.63039,-0.335981,0.83412,-0.477208,0.156153,0.162704,0.160792,0.0903321,0.0822858,0.0603752,0.0528835,0.0802187,0.0999948,0.0940875,
0.715000,59.386659,1.63084,-0.33557,0.834422,-0.476944,0.156554,0.163204,0.161263,0.0904118,0.082311,0.0602606,0.0526976,0.0802196,0.100161,0.0942014,
0.720000,59.368691,1.63129,-0.335158,0.834723,-0.476681,0.156955,0.163705,0.161734,0.0904915,0.0823363,0.0601463,0.0525116,0.0802204,0.100328,0.0943153,
0.725000,59.350721,1.63174,-0.334746,0.835023,-0.476419,0.157356,0.164207,0.162206,0.0905711,0.0823615,0.0600321,0.0523256,0.0802211,0.100494,0.0944294,
0.730000,59.332747,1.6322,-0.334335,0.835323,-0.476158,0.157758,0.16471,0.162679,0.0906507,0.0823867,0.059918,0.0521395,0.0802216,0.100661,0.0945434,
0.735000,59.314771,1.63265,-0.333923,0.835622,-0.475898,0.158159,0.165214,0.163152,0.0907302,0.0824119,0.0598042,0.0519534,0.080222,0.100828,0.0946576,
0.740000,59.296791,1.63311,-0.33351,0.835921,-0.475639,0.15856,0.165718,0.163625,0.0908096,0.0824371,0.0596906,0.0517672,0.0802222,0.100996,0.0947718,
0.745000,59.278808,1.63356,-0.333098,0.836219,-0.47538,0.158961,0.166224,0.164099,0.090889,0.0824623,0.0595771,0.0515809,0.0802223,0.101163,0.094886,
0.750000,59.260822,1.63401,-0.332686,0.836517,-0.475123,0.159362,0.16673,0.164574,0.0909684,0.0824875,0.0594638,0.0513946,0.0802223,0.101331,0.0950003,
0.755000,59.242833,1.63447,-0.332273,0.836814,-0.474866,0.159763,0.167237,0.165049,0.0910477,0.0825126,0.0593507,0.0512082,0.0802222,0.101499,0.0951146,
0.760000,59.224841,1.63492,-0.331861,0.83711,-0.474611,0.160164,0.167745,0.165525,0.0911269,0.0825378,0.0592378,0.0510218,0.0802219,0.101667,0.095229,
0.765000,59.206846,1.63538,-0.331448,0.837406,-0.474356,0.160565,0.168254,0.166002,0.0912061,0.082563,0.059125,0.0508353,0.0802214,0.101836,0.0953435,
0.770000,59.188848,1.63584,-0.331035,0.837702,-0.474102,0.160966,0.168763,0.166479,0.0912852,0.0825881,0.0590124,0.0506487,0.0802209,0.102004,0.095458,
0.775000,59.170846,1.63629,-0.330622,0.837996,-0.47385,0.161368,0.169274,0.166956,0.0913643,0.0826132,0.0589,0.0504621,0.0802202,0.102173,0.0955725,
0.780000,59.152842,1.63675,-0.330209,0.838291,-0.473598,0.161769,0.169785,0.167434,0.0914433,0.0826384,0.0587878,0.0502754,0.0802194,0.102342,0.0956871,
0.785000,59.134835,1.63721,-0.329796,0.838584,-0.473347,0.16217,0.170297,0.167913,0.0915223,0.0826635,0.0586758,0.0500887,0.0802184,0.102511,0.0958018,
0.790000,59.116825,1.63767,-0.329382,0.838877,-0.473097,0.162571,0.17081,0.168392,0.0916012,0.0826886,0.0585639,0.0499019,0.0802173,0.10268,0.0959165,
0.795000,59.098811,1.63812,-0.328969,0.83917,-0.472848,0.162972,0.171324,0.168872,0.0916801,0.0827137,0.0584522,0.049715,0.0802161,0.10285,0.0960313,
0.800000,59.080795,1.63858,-0.328555,0.839462,-0.4726,0.163373,0.171839,0.169353,0.0917589,0.0827388,0.0583407,0.0495281,0.0802147,0.10302,0.0961461,
0.805000,59.062776,1.63904,-0.328141,0.839753,-0.472352,0.163774,0.172354,0.169834,0.0918376,0.0827639,0.0582294,0.0493411,0.0802133,0.10319,0.096261,
0.810000,59.044754,1.6395,-0.327728,0.840044,-0.472106,0.164175,0.172871,0.170315,0.0919163,0.082789,0.0581182,0.0491541,0.0802116,0.10336,0.0963759,
0.815000,59.026729,1.63996,-0.327314,0.840335,-0.471861,0.164576,0.173388,0.170798,0.0919949,0.082814,0.0580072,0.048967,0.0802099,0.103531,0.0964909,
0.820000,59.008700,1.64042,-0.326899,0.840624,-0.471617,0.164977,0.173906,0.17128,0.0920735,0.0828391,0.0578964,0.0487798,0.080208,0.103701,0.0966059,
0.825000,58.990669,1.64088,-0.326485,0.840914,-0.471373,0.165378,0.174425,0.171764,0.092152,0.0828642,0.0577858,0.0485926,0.080206,0.103872,0.096721,
0.830000,58.972635,1.64134,-0.326071,0.841202,-0.471131,0.165779,0.174945,0.172247,0.0922305,0.0828892,0.0576753,0.0484053,0.0802039,0.104043,0.0968362,
0.835000,58.954599,1.6418,-0.325656,0.84149,-0.470889,0.16618,0.175465,0.172732,0.0923089,0.0829143,0.0575651,0.048218,0.0802016,0.104214,0.0969514,
0.840000,58.936559,1.64227,-0.325242,0.841778,-0.470648,0.166581,0.175987,0.173217,0.0923873,0.0829393,0.0574549,0.0480306,0.0801992,0.104386,0.0970666,
0.845000,58.918516,1.64273,-0.324827,0.842065,-0.470409,0.166982,0.176509,0.173703,0.0924656,0.0829643,0.057345,0.0478431,0.0801967,0.104557,0.0971819,
0.850000,58.900471,1.64319,-0.324412,0.842351,-0.47017,0.167383,0.177032,0.174189,0.0925439,0.0829894,0.0572352,0.0476556,0.0801941,0.104729,0.0972973,
0.855000,58.882422,1.64365,-0.323997,0.842637,-0.469932,0.167784,0.177556,0.174676,0.0926221,0.0830144,0.0571256,0.047468,0.0801913,0.104901,0.0974127,
0.860000,58.864371,1.64412,-0.323582,0.842923,-0.469695,0.168185,0.178081,0.175163,0.0927002,0.0830394,0.0570162,0.0472803,0.0801884,0.105074,0.0975282,
0.865000,58.846317,1.64458,-0.323167,0.843207,-0.469459,0.168586,0.178607,0.175651,0.0927783,0.0830644,0.056907,0.0470926,0.0801854,0.105246,0.0976437,
0.870000,58.828260,1.64504,-0.322751,0.843492,-0.469224,0.168987,0.179134,0.176139,0.0928564,0.0830894,0.0567979,0.0469049,0.0801822,0.105419,0.0977592,
0.875000,58.810200,1.64551,-0.322336,0.843775,-0.46899,0.169388,0.179661,0.176628,0.0929344,0.0831144,0.056689,0.046717,0.0801789,0.105592,0.0978749,
0.880000,58.792137,1.64597,-0.32192,0.844059,-0.468757,0.169789,0.18019,0.177118,0.0930123,0.0831394,0.0565802,0.0465291,0.0801755,0.105765,0.0979906,
0.885000,58.774072,1.64644,-0.321504,0.844341,-0.468525,0.17019,0.180719,0.177608,0.0930902,0.0831644,0.0564717,0.0463412,0.080172,0.105938,0.0981063,
0.890000,58.756003,1.6469,-0.321088,0.844623,-0.468294,0.170591,0.181249,0.178099,0.093168,0.0831894,0.0563633,0.0461532,0.0801683,0.106112,0.0982221,
0.895000,58.737932,1.64737,-0.320672,0.844905,-0.468064,0.170991,0.18178,0.178591,0.0932458,0.0832144,0.056255,0.0459651,0.0801645,0.106286,0.0983379,
0.900000,58.719858,1.64784,-0.320256,0.845186,-0.467834,0.171392,0.182312,0.179083,0.0933235,0.0832393,0.056147,0.045777,0.0801606,0.10646,0.0984538,
0.905000,58.701782,1.6483,-0.31984,0.845466,-0.467606,0.171793,0.182845,0.179575,0.0934012,0.0832643,0.0560391,0.0455888,0.0801566,0.106634,0.0985698,
0.910000,58.683702,1.64877,-0.319424,0.845746,-0.467378,0.172194,0.183378,0.180068,0.0934788,0.0832893,0.0559313,0.0454005,0.0801525,0.106808,0.0986858,
0.915000,58.665620,1.64924,-0.319007,0.846026,-0.467152,0.172595,0.183913,0.180562,0.0935563,0.0833142,0.0558238,0.0452122,0.0801482,0.106983,0.0988018,
0.920000,58.647535,1.64971,-0.31859,0.846304,-0.466926,0.172995,0.184448,0.181056,0.0936338,0.0833392,0.0557164,0.0450238,0.0801438,0.107158,0.0989179,
0.925000,58.629447,1.65017,-0.318174,0.846583,-0.466702,0.173396,0.184984,0.181551,0.0937113,0.0833641,0.0556092,0.0448353,0.0801393,0.107333,0.0990341,
0.930000,58.611357,1.65064,-0.317757,0.84686,-0.466478,0.173797,0.185522,0.182047,0.0937887,0.0833891,0.0555021,0.0446468,0.0801346,0.107508,0.0991503,
0.935000,58.593263,1.65111,-0.31734,0.847138,-0.466255,0.174197,0.18606,0.182543,0.093866,0.083414,0.0553952,0.0444583,0.0801299,0.107684,0.0992666,
0.940000,58.575167,1.65158,-0.316923,0.847414,-0.466033,0.174598,0.186598,0.183039,0.0939433,0.083439,0.0552885,0.0442696,0.080125,0.107859,0.0993829,
0.945000,58.557069,1.65205,-0.316505,0.847691,-0.465812,0.174999,0.187138,0.183537,0.0940205,0.0834639,0.0551819,0.0440809,0.08012,0.108035,0.0994993,
0.950000,58.538967,1.65252,-0.316088,0.847966,-0.465592,0.175399,0.187679,0.184034,0.0940977,0.0834889,0.0550755,0.0438922,0.0801148,0.108211,0.0996157,
0.955000,58.520863,1.65299,-0.315671,0.848241,-0.465373,0.1758,0.18822,0.184533,0.0941749,0.0835138,0.0549693,0.0437033,0.0801096,0.108388,0.0997322,
0.960000,58.502756,1.65346,-0.315253,0.848516,-0.465155,0.1762,0.188763,0.185032,0.0942519,0.0835387,0.0548632,0.0435144,0.0801042,0.108564,0.0998487,
0.965000,58.484647,1.65394,-0.314835,0.84879,-0.464938,0.176601,0.189306,0.185531,0.0943289,0.0835637,0.0547573,0.0433255,0.0800987,0.108741,0.0999653,
0.970000,58.466535,1.65441,-0.314417,0.849064,-0.464722,0.177001,0.18985,0.186031,0.0944059,0.0835886,0.0546516,0.0431365,0.0800931,0.108918,0.100082,
0.975000,58.448420,1.65488,-0.313999,0.849337,-0.464507,0.177402,0.190395,0.186532,0.0944828,0.0836135,0.054546,0.0429474,0.0800874,0.109095,0.100199,
0.980000,58.430303,1.65535,-0.313581,0.849609,-0.464293,0.177802,0.190941,0.187033,0.0945597,0.0836384,0.0544406,0.0427583,0.0800816,0.109272,0.100315,
0.985000,58.412183,1.65583,-0.313163,0.849881,-0.464079,0.178202,0.191488,0.187535,0.0946365,0.0836633,0.0543353,0.042569,0.0800756,0.10945,0.100432,
0.990000,58.394060,1.6563,-0.312744,0.850152,-0.463867,0.178603,0.192035,0.188038,0.0947132,0.0836883,0.0542302,0.0423798,0.0800695,0.109628,0.100549,
0.995000,58.375934,1.65677,-0.312326,0.850423,-0.463656,0.179003,0.192584,0.188541,0.0947899,0.0837132,0.0541253,0.0421904,0.0800633,0.109806,0.100666,
1.000000,58.357806,1.65725,-0.311907,0.850694,-0.463445,0.179403,0.193134,0.189044,0.0948666,0.0837381,0.0540205,0.042001,0.080057,0.109984,0.100783,
1.005000,58.339676,1.65772,-0.311489,0.850963,-0.463236,0.179804,0.193684,0.189548,0.0949432,0.083763,0.0539159,0.0418116,0.0800506,0.110162,0.1009,
1.010000,58.321543,1.6582,-0.31107,0.851233,-0.463027,0.180204,0.194235,0.190053,0.0950197,0.0837879,0.0538115,0.0416221,0.080044,0.110341,0.101017,
1.015000,58.303407,1.65867,-0.310651,0.851502,-0.462819,0.180604,0.194787,0.190559,0.0950962,0.0838128,0.0537072,0.0414325,0.0800374,0.11052,0.101134,
1.020000,58.285269,1.65915,-0.310232,0.85177,-0.462613,0.181004,0.19534,0.191065,0.0951726,0.0838377,0.0536031,0.0412428,0.0800306,0.110699,0.101251,
1.025000,58.267128,1.65962,-0.309812,0.852038,-0.462407,0.181405,0.195894,0.191571,0.095249,0.0838626,0.0534991,0.0410531,0.0800237,0.110878,0.101369,
1.030000,58.248984,1.6601,-0.309393,0.852305,-0.462202,0.181805,0.196449,0.192078,0.0953253,0.0838875,0.0533953,0.0408633,0.0800167,0.111058,0.101486,
1.035000,58.230838,1.66058,-0.308973,0.852572,-0.461998,0.182205,0.197005,0.192586,0.0954016,0.0839124,0.0532916,0.0406735,0.0800095,0.111237,0.101603,
1.040000,58.212689,1.66105,-0.308554,0.852838,-0.461795,0.182605,0.197561,0.193094,0.0954778,0.0839373,0.0531881,0.0404835,0.0800023,0.111417,0.101721,
1.045000,58.194538,1.66153,-0.308134,0.853103,-0.461593,0.183005,0.198119,0.193603,0.095554,0.0839622,0.0530848,0.0402936,0.079995,0.111598,0.101838,
1.050000,58.176384,1.66201,-0.307714,0.853369,-0.461392,0.183405,0.198677,0.194113,0.0956301,0.0839872,0.0529816,0.0401035,0.0799875,0.111778,0.101956,
1.055000,58.158228,1.66249,-0.307294,0.853633,-0.461192,0.183805,0.199237,0.194623,0.0957061,0.0840121,0.0528786,0.0399134,0.0799799,0.111959,0.102073,
1.060000,58.140069,1.66297,-0.306874,0.853897,-0.460993,0.184204,0.199797,0.195133,0.0957821,0.084037,0.0527757,0.0397232,0.0799722,0.112139,0.102191,
1.065000,58.121908,1.66344,-0.306454,0.854161,-0.460795,0.184604,0.200358,0.195645,0.0958581,0.0840619,0.052673,0.039533,0.0799644,0.11232,0.102308,
1.070000,58.103744,1.66392,-0.306033,0.854424,-0.460598,0.185004,0.20092,0.196156,0.095934,0.0840868,0.0525705,0.0393427,0.0799565,0.112502,0.102426,
1.075000,58.085578,1.6644,-0.305613,0.854687,-0.460402,0.185404,0.201483,0.196669,0.0960098,0.0841117,0.0524681,0.0391523,0.0799485,0.112683,0.102544,
1.080000,58.067409,1.66488,-0.305192,0.854949,-0.460206,0.185804,0.202047,0.197182,0.0960856,0.0841366,0.0523658,0.0389619,0.0799403,0.112865,0.102662,
1.085000,58.049238,1.66537,-0.304772,0.85521,-0.460012,0.186203,0.202612,0.197696,0.0961613,0.0841615,0.0522637,0.0387714,0.0799321,0.113047,0.10278,
1.090000,58.031064,1.66585,-0.304351,0.855471,-0.459819,0.186603,0.203178,0.19821,0.096237,0.0841864,0.0521618,0.0385808,0.0799237,0.113229,0.102898,
1.095000,58.012888,1.66633,-0.30393,0.855732,-0.459626,0.187002,0.203744,0.198725,0.0963126,0.0842113,0.05206,0.0383902,0.0799152,0.113411,0.103015,
1.100000,57.994709,1.66681,-0.303509,0.855992,-0.459435,0.187402,0.204312,0.19924,0.0963882,0.0842362,0.0519584,0.0381995,0.0799066,0.113594,0.103134,
1.105000,57.976528,1.66729,-0.303087,0.856252,-0.459244,0.187802,0.20488,0.199756,0.0964637,0.0842611,0.0518569,0.0380087,0.0798979,0.113776,0.103252,
1.110000,57.958345,1.66777,-0.302666,0.856511,-0.459055,0.188201,0.205449,0.200272,0.0965392,0.084286,0.0517556,0.0378179,0.0798891,0.113959,0.10337,
1.115000,57.940159,1.66826,-0.302245,0.856769,-0.458866,0.1886,0.20602,0.20079,0.0966146,0.0843109,0.0516544,0.0376269,0.0798802,0.114142,0.103488,
1.120000,57.921970,1.66874,-0.301823,0.857027,-0.458678,0.189,0.206591,0.201307,0.09669,0.0843358,0.0515534,0.037436,0.0798712,0.114326,0.103606,
1.125000,57.903780,1.66922,-0.301401,0.857285,-0.458492,0.189399,0.207163,0.201826,0.0967653,0.0843608,0.0514526,0.0372449,0.0798621,0.114509,0.103725,
1.130000,57.885586,1.66971,-0.300979,0.857542,-0.458306,0.189798,0.207736,0.202345,0.0968406,0.0843857,0.0513518,0.0370538,0.0798528,0.114693,0.103843,
1.135000,57.867391,1.67019,-0.300557,0.857798,-0.458121,0.190198,0.20831,0.202864,0.0969158,0.0844106,0.0512513,0.0368627,0.0798435,0.114877,0.103961,
1.140000,57.849193,1.67068,-0.300135,0.858054,-0.457937,0.190597,0.208885,0.203384,0.0969909,0.0844355,0.0511509,0.0366714,0.079834,0.115062,0.10408,
1.145000,57.830992,1.67116,-0.299713,0.85831,-0.457755,0.190996,0.20946,0.203905,0.097066,0.0844604,0.0510506,0.0364801,0.0798245,0.115246,0.104198,
1.150000,57.812790,1.67165,-0.299291,0.858565,-0.457573,0.191395,0.210037,0.204426,0.0971411,0.0844854,0.0509505,0.0362888,0.0798148,0.115431,0.104317,
1.155000,57.794584,1.67213,-0.298868,0.858819,-0.457392,0.191794,0.210615,0.204948,0.097216,0.0845103,0.0508505,0.0360973,0.079805,0.115616,0.104435,
1.160000,57.776377,1.67262,-0.298445,0.859073,-0.457212,0.192193,0.211193,0.20547,0.097291,0.0845352,0.0507507,0.0359058,0.0797952,0.115801,0.104554,
1.165000,57.758167,1.67311,-0.298023,0.859327,-0.457033,0.192592,0.211773,0.205994,0.0973659,0.0845602,0.0506511,0.0357142,0.0797852,0.115986,0.104673,
1.170000,57.739955,1.67359,-0.2976,0.85958,-0.456855,0.192991,0.212353,0.206517,0.0974407,0.0845851,0.0505516,0.0355226,0.0797751,0.116172,0.104792,
1.175000,57.721740,1.67408,-0.297177,0.859832,-0.456677,0.19339,0.212935,0.207041,0.0975155,0.08461,0.0504522,0.0353309,0.0797649,0.116358,0.10491,
1.180000,57.703523,1.67457,-0.296754,0.860084,-0.456501,0.193789,0.213517,0.207566,0.0975902,0.084635,0.050353,0.0351391,0.0797546,0.116544,0.105029,
1.185000,57.685304,1.67506,-0.296331,0.860336,-0.456326,0.194187,0.2141,0.208092,0.0976649,0.0846599,0.0502539,0.0349472,0.0797442,0.11673,0.105148,
1.190000,57.667082,1.67555,-0.295907,0.860587,-0.456152,0.194586,0.214684,0.208618,0.0977395,0.0846849,0.050155,0.0347553,0.0797337,0.116916,0.105267,
1.195000,57.648859,1.67603,-0.295484,0.860837,-0.455978,0.194985,0.215269,0.209144,0.0978141,0.0847098,0.0500562,0.0345633,0.079723,0.117103,0.105386,
1.200000,57.630632,1.67652,-0.29506,0.861087,-0.455806,0.195383,0.215855,0.209672,0.0978886,0.0847348,0.0499576,0.0343713,0.0797123,0.11729,0.105505,
1.205000,57.612404,1.67701,-0.294636,0.861337,-0.455635,0.195782,0.216442,0.210199,0.0979631,0.0847598,0.0498591,0.0341791,0.0797015,0.117477,0.105625,
1.210000,57.594173,1.6775,-0.294212,0.861586,-0.455464,0.19618,0.21703,0.210728,0.0980375,0.0847847,0.0497608,0.033987,0.0796906,0.117665,0.105744,
1.215000,57.575940,1.67799,-0.293789,0.861834,-0.455295,0.196579,0.217619,0.211257,0.0981118,0.0848097,0.0496626,0.0337947,0.0796796,0.117852,0.105863,
1.220000,57.557705,1.67848,-0.293364,0.862083,-0.455126,0.196977,0.218208,0.211787,0.0981861,0.0848347,0.0495645,0.0336024,0.0796684,0.11804,0.105982,
1.225000,57.539467,1.67898,-0.29294,0.86233,-0.454959,0.197375,0.218799,0.212317,0.0982604,0.0848596,0.0494666,0.03341,0.0796572,0.118228,0.106102,
1.230000,57.521227,1.67947,-0.292516,0.862577,-0.454792,0.197774,0.219391,0.212848,0.0983346,0.0848846,0.0493688,0.0332175,0.0796459,0.118416,0.106221,
1.235000,57.502985,1.67996,-0.292091,0.862824,-0.454627,0.198172,0.219983,0.213379,0.0984087,0.0849096,0.0492712,0.0330249,0.0796344,0.118605,0.106341,
1.240000,57.484741,1.68045,-0.291667,0.86307,-0.454462,0.19857,0.220577,0.213911,0.0984828,0.0849346,0.0491738,0.0328323,0.0796229,0.118793,0.10646,
1.245000,57.466494,1.68094,-0.291242,0.863316,-0.454298,0.198968,0.221171,0.214444,0.0985569,0.0849596,0.0490764,0.0326396,0.0796113,0.118982,0.10658,
1.250000,57.448246,1.68144,-0.290817,0.863561,-0.454136,0.199366,0.221767,0.214977,0.0986309,0.0849846,0.0489792,0.0324469,0.0795995,0.119171,0.106699,
1.255000,57.429994,1.68193,-0.290392,0.863805,-0.453974,0.199764,0.222363,0.215511,0.0987048,0.0850096,0.0488822,0.0322541,0.0795877,0.119361,0.106819,
1.260000,57.411741,1.68242,-0.289967,0.864049,-0.453813,0.200162,0.22296,0.216045,0.0987787,0.0850346,0.0487853,0.0320612,0.0795758,0.11955,0.106939,
1.265000,57.393486,1.68292,-0.289542,0.864293,-0.453653,0.20056,0.223558,0.21658,0.0988525,0.0850596,0.0486885,0.0318682,0.0795638,0.11974,0.107059,
1.270000,57.375228,1.68341,-0.289116,0.864536,-0.453494,0.200958,0.224158,0.217116,0.0989263,0.0850847,0.0485919,0.0316752,0.0795516,0.11993,0.107178,
1.275000,57.356968,1.68391,-0.288691,0.864779,-0.453336,0.201355,0.224758,0.217652,0.099,0.0851097,0.0484954,0.0314821,0.0795394,0.12012,0.107298,
1.280000,57.338706,1.6844,-0.288265,0.865021,-0.45318,0.201753,0.225359,0.218189,0.0990737,0.0851347,0.0483991,0.0312889,0.0795271,0.120311,0.107418,
1.285000,57.320442,1.6849,-0.28784,0.865263,-0.453024,0.202151,0.225961,0.218726,0.0991473,0.0851598,0.0483029,0.0310956,0.0795146,0.120502,0.107538,
1.290000,57.302175,1.68539,-0.287414,0.865504,-0.452869,0.202548,0.226564,0.219264,0.0992209,0.0851848,0.0482068,0.0309023,0.0795021,0.120692,0.107658,
1.295000,57.283907,1.68589,-0.286988,0.865745,-0.452715,0.202946,0.227168,0.219802,0.0992944,0.0852099,0.0481109,0.0307089,0.0794895,0.120884,0.107779,
1.300000,57.265636,1.68639,-0.286562,0.865985,-0.452562,0.203343,0.227773,0.220342,0.0993679,0.0852349,0.0480151,0.0305155,0.0794768,0.121075,0.107899,
1.305000,57.247363,1.68688,-0.286135,0.866225,-0.452409,0.20374,0.228378,0.220881,0.0994413,0.08526,0.0479195,0.0303219,0.079464,0.121267,0.108019,
1.310000,57.229088,1.68738,-0.285709,0.866465,-0.452258,0.204138,0.228985,0.221422,0.0995147,0.0852851,0.047824,0.0301283,0.0794511,0.121458,0.108139,
1.315000,57.210811,1.68788,-0.285283,0.866704,-0.452108,0.204535,0.229593,0.221963,0.099588,0.0853102,0.0477286,0.0299347,0.0794381,0.12165,0.108259,
1.320000,57.192532,1.68838,-0.284856,0.866942,-0.451959,0.204932,0.230202,0.222504,0.0996612,0.0853352,0.0476334,0.0297409,0.079425,0.121843,0.10838,
1.325000,57.174250,1.68888,-0.284429,0.86718,-0.451811,0.205329,0.230811,0.223047,0.0997344,0.0853603,0.0475383,0.0295471,0.0794118,0.122035,0.1085,
