02/27/2022 Test 1,h=0.005,t=2 seconds
1.330000,57.155967,1.68937,-0.284002,0.867417,-0.451663,0.205726,0.231422,0.223589,0.0998076,0.0853854,0.0474434,0.0293532,0.0793985,0.122228,0.108621,
1.335000,57.137681,1.68987,-0.283575,0.867654,-0.451517,0.206123,0.232034,0.224133,0.0998807,0.0854105,0.0473485,0.0291592,0.0793851,0.122421,0.108741,
1.340000,57.119393,1.69037,-0.283148,0.867891,-0.451372,0.20652,0.232646,0.224677,0.0999537,0.0854357,0.0472539,0.0289652,0.0793716,0.122614,0.108862,
1.345000,57.101103,1.69087,-0.282721,0.868127,-0.451228,0.206917,0.23326,0.225221,0.100027,0.0854608,0.0471593,0.0287711,0.0793581,0.122807,0.108982,
1.350000,57.082811,1.69137,-0.282294,0.868362,-0.451084,0.207314,0.233874,0.225767,0.1001,0.0854859,0.0470649,0.0285769,0.0793444,0.123001,0.109103,
1.355000,57.064517,1.69187,-0.281866,0.868598,-0.450942,0.20771,0.23449,0.226313,0.100173,0.085511,0.0469706,0.0283826,0.0793307,0.123195,0.109224,
1.360000,57.046221,1.69237,-0.281438,0.868832,-0.4508,0.208107,0.235106,0.226859,0.100245,0.0855362,0.0468765,0.0281883,0.0793168,0.123389,0.109345,
1.365000,57.027923,1.69288,-0.281011,0.869066,-0.45066,0.208504,0.235724,0.227406,0.100318,0.0855613,0.0467825,0.0279939,0.0793029,0.123583,0.109466,
1.370000,57.009622,1.69338,-0.280583,0.8693,-0.45052,0.2089,0.236342,0.227954,0.100391,0.0855865,0.0466886,0.0277994,0.0792888,0.123778,0.109586,
1.375000,56.991320,1.69388,-0.280155,0.869533,-0.450382,0.209296,0.236962,0.228502,0.100464,0.0856117,0.0465949,0.0276049,0.0792747,0.123973,0.109707,
1.380000,56.973016,1.69438,-0.279727,0.869766,-0.450244,0.209693,0.237582,0.229051,0.100536,0.0856368,0.0465013,0.0274102,0.0792605,0.124167,0.109828,
1.385000,56.954709,1.69489,-0.279299,0.869998,-0.450108,0.210089,0.238203,0.2296,0.100609,0.085662,0.0464078,0.0272155,0.0792462,0.124363,0.109949,
1.390000,56.936401,1.69539,-0.27887,0.87023,-0.449972,0.210485,0.238826,0.23015,0.100681,0.0856872,0.0463144,0.0270208,0.0792318,0.124558,0.110071,
1.395000,56.918090,1.69589,-0.278442,0.870461,-0.449838,0.210881,0.239449,0.230701,0.100754,0.0857124,0.0462212,0.0268259,0.0792173,0.124754,0.110192,
1.400000,56.899777,1.6964,-0.278013,0.870692,-0.449704,0.211277,0.240073,0.231252,0.100826,0.0857376,0.0461282,0.026631,0.0792027,0.12495,0.110313,
1.405000,56.881463,1.6969,-0.277584,0.870923,-0.449571,0.211673,0.240698,0.231804,0.100899,0.0857628,0.0460352,0.026436,0.079188,0.125146,0.110434,
1.410000,56.863146,1.69741,-0.277155,0.871153,-0.44944,0.212069,0.241325,0.232356,0.100971,0.0857881,0.0459424,0.0262409,0.0791733,0.125342,0.110555,
1.415000,56.844828,1.69791,-0.276726,0.871382,-0.449309,0.212465,0.241952,0.23291,0.101043,0.0858133,0.0458497,0.0260458,0.0791584,0.125539,0.110677,
1.420000,56.826507,1.69842,-0.276297,0.871611,-0.449179,0.212861,0.24258,0.233463,0.101115,0.0858386,0.0457572,0.0258506,0.0791435,0.125736,0.110798,
1.425000,56.808184,1.69892,-0.275868,0.87184,-0.44905,0.213257,0.243209,0.234017,0.101188,0.0858638,0.0456648,0.0256553,0.0791285,0.125933,0.11092,
1.430000,56.789860,1.69943,-0.275439,0.872068,-0.448923,0.213652,0.243839,0.234572,0.10126,0.0858891,0.0455725,0.0254599,0.0791134,0.12613,0.111041,
1.435000,56.771533,1.69993,-0.275009,0.872295,-0.448796,0.214048,0.24447,0.235128,0.101332,0.0859144,0.0454803,0.0252644,0.0790982,0.126327,0.111163,
1.440000,56.753204,1.70044,-0.274579,0.872522,-0.44867,0.214443,0.245103,0.235684,0.101404,0.0859396,0.0453883,0.0250689,0.0790829,0.126525,0.111284,
1.445000,56.734874,1.70095,-0.27415,0.872749,-0.448545,0.214839,0.245736,0.236241,0.101476,0.0859649,0.0452964,0.0248733,0.0790675,0.126723,0.111406,
1.450000,56.716541,1.70146,-0.27372,0.872975,-0.448421,0.215234,0.24637,0.236798,0.101548,0.0859902,0.0452046,0.0246776,0.079052,0.126921,0.111528,
1.455000,56.698207,1.70196,-0.27329,0.873201,-0.448298,0.215629,0.247005,0.237356,0.10162,0.0860156,0.0451129,0.0244819,0.0790365,0.12712,0.11165,
1.460000,56.679870,1.70247,-0.27286,0.873427,-0.448176,0.216024,0.247641,0.237915,0.101691,0.0860409,0.0450214,0.0242861,0.0790208,0.127318,0.111771,
1.465000,56.661532,1.70298,-0.272429,0.873651,-0.448055,0.216419,0.248278,0.238474,0.101763,0.0860662,0.04493,0.0240902,0.0790051,0.127517,0.111893,
1.470000,56.643192,1.70349,-0.271999,0.873876,-0.447935,0.216814,0.248916,0.239034,0.101835,0.0860916,0.0448388,0.0238942,0.0789893,0.127716,0.112015,
1.475000,56.624849,1.704,-0.271568,0.8741,-0.447816,0.217209,0.249555,0.239594,0.101906,0.0861169,0.0447476,0.0236981,0.0789734,0.127916,0.112137,
1.480000,56.606505,1.70451,-0.271138,0.874323,-0.447698,0.217604,0.250195,0.240155,0.101978,0.0861423,0.0446566,0.023502,0.0789574,0.128115,0.112259,
1.485000,56.588159,1.70502,-0.270707,0.874546,-0.447581,0.217999,0.250836,0.240716,0.10205,0.0861676,0.0445657,0.0233058,0.0789414,0.128315,0.112381,
1.490000,56.569811,1.70553,-0.270276,0.874769,-0.447465,0.218393,0.251478,0.241279,0.102121,0.086193,0.044475,0.0231095,0.0789252,0.128515,0.112504,
1.495000,56.551461,1.70604,-0.269845,0.874991,-0.44735,0.218788,0.252122,0.241842,0.102193,0.0862184,0.0443843,0.0229131,0.078909,0.128715,0.112626,
1.500000,56.533109,1.70655,-0.269414,0.875213,-0.447236,0.219182,0.252766,0.242405,0.102264,0.0862438,0.0442938,0.0227167,0.0788927,0.128916,0.112748,
1.505000,56.514755,1.70706,-0.268983,0.875434,-0.447123,0.219577,0.253411,0.242969,0.102335,0.0862693,0.0442034,0.0225202,0.0788763,0.129117,0.11287,
1.510000,56.496400,1.70757,-0.268551,0.875655,-0.447011,0.219971,0.254057,0.243534,0.102407,0.0862947,0.0441132,0.0223236,0.0788598,0.129318,0.112993,
1.515000,56.478042,1.70809,-0.26812,0.875875,-0.4469,0.220366,0.254704,0.244099,0.102478,0.0863201,0.044023,0.0221269,0.0788432,0.129519,0.113115,
1.520000,56.459683,1.7086,-0.267688,0.876095,-0.44679,0.22076,0.255352,0.244665,0.102549,0.0863456,0.043933,0.0219301,0.0788266,0.12972,0.113237,
1.525000,56.441322,1.70911,-0.267256,0.876315,-0.446681,0.221154,0.256001,0.245231,0.10262,0.0863711,0.0438431,0.0217333,0.0788098,0.129922,0.11336,
1.530000,56.422958,1.70963,-0.266824,0.876534,-0.446573,0.221548,0.256651,0.245798,0.102691,0.0863965,0.0437534,0.0215364,0.078793,0.130124,0.113482,
1.535000,56.404593,1.71014,-0.266392,0.876752,-0.446465,0.221942,0.257302,0.246366,0.102762,0.086422,0.0436637,0.0213394,0.0787761,0.130326,0.113605,
1.540000,56.386227,1.71065,-0.26596,0.87697,-0.446359,0.222336,0.257954,0.246934,0.102833,0.0864475,0.0435742,0.0211423,0.0787592,0.130528,0.113728,
1.545000,56.367858,1.71117,-0.265528,0.877188,-0.446254,0.222729,0.258608,0.247503,0.102904,0.086473,0.0434848,0.0209452,0.0787421,0.130731,0.11385,
1.550000,56.349487,1.71168,-0.265095,0.877405,-0.44615,0.223123,0.259262,0.248073,0.102975,0.0864986,0.0433955,0.020748,0.078725,0.130934,0.113973,
1.555000,56.331115,1.7122,-0.264663,0.877622,-0.446046,0.223517,0.259917,0.248643,0.103046,0.0865241,0.0433063,0.0205507,0.0787077,0.131137,0.114096,
1.560000,56.312741,1.71271,-0.26423,0.877838,-0.445944,0.22391,0.260573,0.249214,0.103117,0.0865496,0.0432173,0.0203533,0.0786904,0.13134,0.114219,
1.565000,56.294365,1.71323,-0.263797,0.878054,-0.445843,0.224303,0.26123,0.249785,0.103187,0.0865752,0.0431284,0.0201558,0.0786731,0.131544,0.114342,
1.570000,56.275987,1.71374,-0.263364,0.878269,-0.445743,0.224697,0.261889,0.250357,0.103258,0.0866008,0.0430396,0.0199583,0.0786556,0.131748,0.114465,
1.575000,56.257607,1.71426,-0.262931,0.878484,-0.445643,0.22509,0.262548,0.25093,0.103329,0.0866264,0.0429509,0.0197607,0.0786381,0.131952,0.114588,
1.580000,56.239225,1.71478,-0.262498,0.878699,-0.445545,0.225483,0.263208,0.251503,0.103399,0.086652,0.0428623,0.019563,0.0786205,0.132156,0.114711,
1.585000,56.220842,1.71529,-0.262065,0.878913,-0.445448,0.225876,0.263869,0.252077,0.10347,0.0866776,0.0427739,0.0193652,0.0786028,0.13236,0.114834,
1.590000,56.202457,1.71581,-0.261631,0.879127,-0.445351,0.226269,0.264532,0.252652,0.10354,0.0867032,0.0426856,0.0191673,0.078585,0.132565,0.114957,
1.595000,56.184070,1.71633,-0.261198,0.87934,-0.445256,0.226662,0.265195,0.253227,0.103611,0.0867288,0.0425974,0.0189694,0.0785671,0.13277,0.11508,
1.600000,56.165681,1.71685,-0.260764,0.879553,-0.445162,0.227055,0.265859,0.253802,0.103681,0.0867545,0.0425093,0.0187714,0.0785492,0.132975,0.115203,
1.605000,56.147291,1.71737,-0.26033,0.879765,-0.445068,0.227448,0.266525,0.254379,0.103751,0.0867801,0.0424213,0.0185733,0.0785312,0.133181,0.115327,
1.610000,56.128899,1.71789,-0.259896,0.879977,-0.444976,0.22784,0.267191,0.254956,0.103822,0.0868058,0.0423335,0.0183751,0.0785131,0.133386,0.11545,
1.615000,56.110505,1.71841,-0.259462,0.880188,-0.444885,0.228233,0.267859,0.255533,0.103892,0.0868315,0.0422457,0.0181768,0.078495,0.133592,0.115574,
1.620000,56.092109,1.71892,-0.259028,0.880399,-0.444794,0.228625,0.268527,0.256111,0.103962,0.0868572,0.0421581,0.0179785,0.0784767,0.133799,0.115697,
1.625000,56.073711,1.71944,-0.258594,0.88061,-0.444705,0.229017,0.269197,0.25669,0.104032,0.0868829,0.0420706,0.01778,0.0784584,0.134005,0.115821,
1.630000,56.055312,1.71996,-0.258159,0.88082,-0.444616,0.22941,0.269867,0.25727,0.104102,0.0869087,0.0419832,0.0175815,0.07844,0.134212,0.115944,
1.635000,56.036911,1.72049,-0.257725,0.88103,-0.444529,0.229802,0.270539,0.25785,0.104172,0.0869344,0.041896,0.0173829,0.0784216,0.134418,0.116068,
1.640000,56.018508,1.72101,-0.25729,0.881239,-0.444443,0.230194,0.271211,0.25843,0.104242,0.0869602,0.0418088,0.0171843,0.078403,0.134626,0.116191,
1.645000,56.000103,1.72153,-0.256855,0.881448,-0.444357,0.230586,0.271885,0.259012,0.104312,0.0869859,0.0417218,0.0169855,0.0783844,0.134833,0.116315,
1.650000,55.981697,1.72205,-0.25642,0.881656,-0.444273,0.230978,0.27256,0.259593,0.104382,0.0870117,0.0416348,0.0167867,0.0783657,0.13504,0.116439,
1.655000,55.963289,1.72257,-0.255985,0.881864,-0.444189,0.23137,0.273235,0.260176,0.104452,0.0870375,0.041548,0.0165878,0.078347,0.135248,0.116563,
1.660000,55.944880,1.72309,-0.25555,0.882072,-0.444107,0.231761,0.273912,0.260759,0.104522,0.0870633,0.0414613,0.0163888,0.0783281,0.135456,0.116686,
1.665000,55.926468,1.72362,-0.255114,0.882279,-0.444025,0.232153,0.27459,0.261343,0.104591,0.0870892,0.0413748,0.0161897,0.0783092,0.135665,0.11681,
1.670000,55.908055,1.72414,-0.254679,0.882485,-0.443945,0.232544,0.275269,0.261927,0.104661,0.087115,0.0412883,0.0159905,0.0782902,0.135873,0.116934,
1.675000,55.889640,1.72466,-0.254243,0.882692,-0.443865,0.232936,0.275949,0.262512,0.104731,0.0871409,0.0412019,0.0157913,0.0782712,0.136082,0.117058,
1.680000,55.871224,1.72519,-0.253807,0.882897,-0.443787,0.233327,0.27663,0.263098,0.1048,0.0871668,0.0411157,0.0155919,0.0782521,0.136291,0.117182,
1.685000,55.852805,1.72571,-0.253371,0.883103,-0.44371,0.233718,0.277312,0.263684,0.10487,0.0871926,0.0410296,0.0153925,0.0782329,0.1365,0.117307,
1.690000,55.834385,1.72624,-0.252935,0.883308,-0.443633,0.234109,0.277995,0.264271,0.104939,0.0872185,0.0409435,0.015193,0.0782136,0.13671,0.117431,
1.695000,55.815964,1.72676,-0.252499,0.883512,-0.443558,0.2345,0.278679,0.264858,0.105008,0.0872445,0.0408576,0.0149934,0.0781942,0.13692,0.117555,
1.700000,55.797540,1.72729,-0.252063,0.883716,-0.443483,0.234891,0.279364,0.265446,0.105078,0.0872704,0.0407718,0.0147938,0.0781748,0.137129,0.117679,
1.705000,55.779116,1.72781,-0.251626,0.88392,-0.44341,0.235282,0.28005,0.266035,0.105147,0.0872963,0.0406861,0.014594,0.0781553,0.13734,0.117803,
1.710000,55.760689,1.72834,-0.25119,0.884123,-0.443337,0.235673,0.280737,0.266624,0.105216,0.0873223,0.0406006,0.0143942,0.0781358,0.13755,0.117928,
1.715000,55.742261,1.72886,-0.250753,0.884326,-0.443266,0.236063,0.281426,0.267214,0.105286,0.0873483,0.0405151,0.0141943,0.0781161,0.137761,0.118052,
1.720000,55.723831,1.72939,-0.250316,0.884528,-0.443195,0.236454,0.282115,0.267805,0.105355,0.0873743,0.0404297,0.0139943,0.0780964,0.137972,0.118177,
1.725000,55.705399,1.72992,-0.24988,0.88473,-0.443126,0.236844,0.282805,0.268396,0.105424,0.0874003,0.0403445,0.0137942,0.0780767,0.138183,0.118301,
1.730000,55.686966,1.73044,-0.249442,0.884932,-0.443057,0.237235,0.283497,0.268988,0.105493,0.0874263,0.0402594,0.013594,0.0780568,0.138394,0.118426,
1.735000,55.668531,1.73097,-0.249005,0.885133,-0.44299,0.237625,0.284189,0.26958,0.105562,0.0874524,0.0401743,0.0133938,0.0780369,0.138606,0.11855,
1.740000,55.650094,1.7315,-0.248568,0.885333,-0.442923,0.238015,0.284883,0.270173,0.105631,0.0874784,0.0400894,0.0131934,0.0780169,0.138818,0.118675,
1.745000,55.631656,1.73203,-0.24813,0.885534,-0.442858,0.238405,0.285577,0.270767,0.1057,0.0875045,0.0400046,0.012993,0.0779969,0.13903,0.1188,
1.750000,55.613217,1.73256,-0.247693,0.885734,-0.442793,0.238795,0.286273,0.271361,0.105769,0.0875306,0.0399199,0.0127925,0.0779768,0.139243,0.118924,
1.755000,55.594775,1.73309,-0.247255,0.885933,-0.44273,0.239185,0.28697,0.271956,0.105837,0.0875567,0.0398353,0.0125919,0.0779566,0.139455,0.119049,
1.760000,55.576332,1.73362,-0.246817,0.886132,-0.442667,0.239575,0.287668,0.272552,0.105906,0.0875828,0.0397508,0.0123912,0.0779363,0.139668,0.119174,
1.765000,55.557888,1.73415,-0.246379,0.88633,-0.442606,0.239964,0.288366,0.273148,0.105975,0.087609,0.0396664,0.0121904,0.077916,0.139881,0.119299,
1.770000,55.539441,1.73468,-0.245941,0.886529,-0.442546,0.240354,0.289066,0.273745,0.106044,0.0876351,0.0395821,0.0119896,0.0778956,0.140095,0.119424,
1.775000,55.520994,1.73521,-0.245503,0.886726,-0.442486,0.240743,0.289767,0.274342,0.106112,0.0876613,0.039498,0.0117886,0.0778752,0.140308,0.119549,
1.780000,55.502544,1.73574,-0.245065,0.886924,-0.442428,0.241133,0.290469,0.27494,0.106181,0.0876875,0.0394139,0.0115876,0.0778546,0.140522,0.119674,
1.785000,55.484093,1.73627,-0.244626,0.88712,-0.44237,0.241522,0.291173,0.275539,0.106249,0.0877137,0.03933,0.0113865,0.077834,0.140736,0.119799,
1.790000,55.465641,1.7368,-0.244187,0.887317,-0.442314,0.241911,0.291877,0.276138,0.106318,0.0877399,0.0392461,0.0111853,0.0778134,0.140951,0.119924,
1.795000,55.447186,1.73733,-0.243749,0.887513,-0.442258,0.2423,0.292582,0.276738,0.106386,0.0877662,0.0391624,0.010984,0.0777927,0.141165,0.120049,
1.800000,55.428731,1.73786,-0.24331,0.887708,-0.442204,0.242689,0.293288,0.277339,0.106454,0.0877924,0.0390787,0.0107826,0.0777719,0.14138,0.120174,
1.805000,55.410273,1.7384,-0.242871,0.887904,-0.442151,0.243078,0.293996,0.27794,0.106523,0.0878187,0.0389952,0.0105812,0.077751,0.141595,0.1203,
1.810000,55.391815,1.73893,-0.242432,0.888098,-0.442098,0.243466,0.294704,0.278542,0.106591,0.087845,0.0389117,0.0103796,0.0777301,0.14181,0.120425,
1.815000,55.373354,1.73946,-0.241992,0.888293,-0.442047,0.243855,0.295414,0.279144,0.106659,0.0878713,0.0388284,0.010178,0.0777091,0.142026,0.12055,
1.820000,55.354892,1.73999,-0.241553,0.888487,-0.441996,0.244243,0.296125,0.279747,0.106727,0.0878976,0.0387452,0.00997625,0.0776881,0.142242,0.120676,
1.825000,55.336429,1.74053,-0.241113,0.88868,-0.441947,0.244632,0.296836,0.280351,0.106795,0.087924,0.0386621,0.00977444,0.0776669,0.142458,0.120801,
1.830000,55.317964,1.74106,-0.240674,0.888873,-0.441899,0.24502,0.297549,0.280955,0.106864,0.0879503,0.038579,0.00957254,0.0776458,0.142674,0.120927,
1.835000,55.299497,1.7416,-0.240234,0.889066,-0.441851,0.245408,0.298263,0.28156,0.106932,0.0879767,0.0384961,0.00937055,0.0776245,0.142891,0.121052,
1.840000,55.281029,1.74213,-0.239794,0.889258,-0.441805,0.245796,0.298978,0.282166,0.106999,0.0880031,0.0384133,0.00916847,0.0776032,0.143108,0.121178,
1.845000,55.262559,1.74267,-0.239354,0.88945,-0.44176,0.246184,0.299694,0.282772,0.107067,0.0880295,0.0383306,0.00896631,0.0775819,0.143325,0.121304,
1.850000,55.244088,1.7432,-0.238914,0.889642,-0.441715,0.246572,0.300411,0.283379,0.107135,0.0880559,0.038248,0.00876405,0.0775604,0.143542,0.121429,
1.855000,55.225616,1.74374,-0.238473,0.889833,-0.441672,0.24696,0.30113,0.283986,0.107203,0.0880824,0.0381654,0.00856171,0.0775389,0.143759,0.121555,
1.860000,55.207141,1.74427,-0.238033,0.890023,-0.44163,0.247348,0.301849,0.284594,0.107271,0.0881089,0.038083,0.00835928,0.0775174,0.143977,0.121681,
1.865000,55.188666,1.74481,-0.237592,0.890213,-0.441588,0.247735,0.302569,0.285203,0.107339,0.0881353,0.0380007,0.00815676,0.0774957,0.144195,0.121807,
1.870000,55.170188,1.74535,-0.237151,0.890403,-0.441548,0.248123,0.303291,0.285813,0.107406,0.0881618,0.0379185,0.00795414,0.0774741,0.144414,0.121933,
1.875000,55.151710,1.74589,-0.236711,0.890593,-0.441509,0.24851,0.304014,0.286423,0.107474,0.0881884,0.0378364,0.00775144,0.0774523,0.144632,0.122059,
1.880000,55.133230,1.74642,-0.23627,0.890782,-0.441471,0.248897,0.304737,0.287033,0.107541,0.0882149,0.0377544,0.00754865,0.0774305,0.144851,0.122185,
1.885000,55.114748,1.74696,-0.235828,0.89097,-0.441433,0.249284,0.305462,0.287644,0.107609,0.0882415,0.0376724,0.00734577,0.0774087,0.14507,0.122311,
1.890000,55.096265,1.7475,-0.235387,0.891158,-0.441397,0.249671,0.306188,0.288256,0.107676,0.0882681,0.0375906,0.0071428,0.0773867,0.145289,0.122437,
1.895000,55.077780,1.74804,-0.234946,0.891346,-0.441362,0.250058,0.306915,0.288869,0.107744,0.0882947,0.0375089,0.00693974,0.0773647,0.145509,0.122563,
1.900000,55.059294,1.74858,-0.234504,0.891533,-0.441328,0.250445,0.307643,0.289482,0.107811,0.0883213,0.0374273,0.00673659,0.0773427,0.145729,0.122689,
1.905000,55.040806,1.74912,-0.234063,0.89172,-0.441295,0.250831,0.308372,0.290096,0.107878,0.0883479,0.0373458,0.00653335,0.0773206,0.145949,0.122815,
1.910000,55.022317,1.74966,-0.233621,0.891907,-0.441262,0.251218,0.309103,0.29071,0.107946,0.0883746,0.0372643,0.00633002,0.0772984,0.146169,0.122942,
1.915000,55.003827,1.7502,-0.233179,0.892093,-0.441231,0.251604,0.309834,0.291325,0.108013,0.0884012,0.037183,0.0061266,0.0772762,0.146389,0.123068,
1.920000,54.985335,1.75074,-0.232737,0.892279,-0.441201,0.251991,0.310566,0.291941,0.10808,0.0884279,0.0371018,0.00592308,0.0772539,0.14661,0.123194,
1.925000,54.966842,1.75128,-0.232294,0.892464,-0.441172,0.252377,0.3113,0.292557,0.108147,0.0884546,0.0370206,0.00571948,0.0772316,0.146831,0.123321,
1.930000,54.948347,1.75182,-0.231852,0.892649,-0.441144,0.252763,0.312035,0.293174,0.108214,0.0884814,0.0369396,0.00551578,0.0772092,0.147052,0.123447,
1.935000,54.929850,1.75236,-0.23141,0.892833,-0.441117,0.253149,0.312771,0.293791,0.108281,0.0885081,0.0368587,0.00531199,0.0771867,0.147274,0.123574,
1.940000,54.911353,1.7529,-0.230967,0.893017,-0.441091,0.253535,0.313508,0.29441,0.108348,0.0885349,0.0367778,0.00510811,0.0771642,0.147496,0.1237,
1.945000,54.892854,1.75344,-0.230524,0.893201,-0.441066,0.253921,0.314246,0.295028,0.108415,0.0885617,0.036697,0.00490414,0.0771416,0.147718,0.123827,
1.950000,54.874353,1.75398,-0.230081,0.893384,-0.441042,0.254306,0.314985,0.295648,0.108482,0.0885885,0.0366164,0.00470007,0.077119,0.14794,0.123953,
1.955000,54.855851,1.75453,-0.229638,0.893567,-0.441019,0.254692,0.315725,0.296268,0.108549,0.0886153,0.0365358,0.00449592,0.0770963,0.148163,0.12408,
1.960000,54.837348,1.75507,-0.229195,0.89375,-0.440997,0.255077,0.316466,0.296889,0.108615,0.0886422,0.0364554,0.00429167,0.0770735,0.148385,0.124207,
1.965000,54.818843,1.75561,-0.228752,0.893932,-0.440976,0.255463,0.317209,0.29751,0.108682,0.088669,0.036375,0.00408732,0.0770507,0.148608,0.124334,
1.970000,54.800337,1.75616,-0.228309,0.894114,-0.440956,0.255848,0.317952,0.298132,0.108749,0.0886959,0.0362947,0.00388289,0.0770279,0.148832,0.12446,
1.975000,54.781829,1.7567,-0.227865,0.894295,-0.440937,0.256233,0.318697,0.298755,0.108815,0.0887228,0.0362145,0.00367836,0.077005,0.149055,0.124587,
1.980000,54.763320,1.75724,-0.227421,0.894476,-0.440919,0.256618,0.319443,0.299378,0.108882,0.0887498,0.0361344,0.00347374,0.076982,0.149279,0.124714,
1.985000,54.744810,1.75779,-0.226978,0.894656,-0.440902,0.257003,0.32019,0.300002,0.108949,0.0887767,0.0360544,0.00326903,0.076959,0.149503,0.124841,
1.990000,54.726298,1.75833,-0.226534,0.894836,-0.440886,0.257387,0.320938,0.300626,0.109015,0.0888037,0.0359745,0.00306422,0.0769359,0.149727,0.124968,
1.995000,54.707785,1.75888,-0.22609,0.895016,-0.440872,0.257772,0.321687,0.301251,0.109081,0.0888307,0.0358947,0.00285932,0.0769127,0.149952,0.125095,
2.000000,54.689270,1.75942,-0.225645,0.895195,-0.440858,0.258157,0.322438,0.301877,0.109148,0.0888577,0.0358149,0.00265432,0.0768895,0.150177,0.125222,
2.005000,54.670754,1.75997,-0.225201,0.895374,-0.440845,0.258541,0.323189,0.302504,0.109214,0.0888847,0.0357353,0.00244923,0.0768663,0.150402,0.125349,
